importo,livello,durata,tipologia,saldo,eta,estinto
2500,B,5,Elettrodomestici,999.95,27,0
12000,A,5,Autovettura,1885.45,24,0
4000,B,5,Autovettura,830.26,28,0
3000,B,1,Elettrodomestici,346.32,23,1
12000,A,7,Autovettura,642.3,23,0
5000,B,18,Autovettura,1628.93,26,0
5500,C,5,Elettrodomestici,494.31,30,0
5400,A,7,Autovettura,1752.25,21,0
1200,E,9,Elettronica,642.3,25,0
24000,A,3,Autovettura,3692.45,35,0
30000,D,6,Autovettura,2862.2,39,1
9000,A,6,Elettrodomestici,1283.61,24,0
15000,C,6,Autovettura,1086.28,29,0
10000,C,4,Elettrodomestici,1628.93,24,0
5000,C,34,Autovettura,1061.62,25,1
25000,F,5,Autovettura,1752.25,28,1
9000,A,7,Autovettura,2985.53,27,0
1000,A,5,Elettrodomestici,1012.29,24,0
5500,B,1,Elettrodomestici,642.3,22,0
11000,C,5,Elettronica,2368.89,28,1
3600,B,0,Elettronica,1628.93,23,1
2400,C,1,Elettrodomestici,435.11,23,1
19400,C,3,Autovettura,1641.26,32,1
9250,D,10,Elettrodomestici,839.63,29,1
6000,A,6,Autovettura,2368.89,58,0
15000,C,23,Elettrodomestici,1012.29,23,0
25000,D,0,Elettrodomestici,2122.24,28,0
6000,A,1,Autovettura,1234.28,25,0
9000,B,8,Elettrodomestici,793.26,21,0
3200,B,2,Elettrodomestici,198.32,32,0
2000,B,5,Elettrodomestici,707.42,24,1
7500,C,,Autovettura,750.83,27,0
8250,B,4,Elettrodomestici,716.3,21,0
10000,A,6,Elettrodomestici,494.31,22,1
12250,B,5,Elettronica,967.89,28,0
4750,C,,Elettronica,158.86,27,1
10000,B,6,Elettrodomestici,1591.83,22,1
16000,C,16,Autovettura,2536.62,24,0
13000,B,4,Autovettura,2048.24,25,0
1000,C,0,Elettrodomestici,346.32,28,1
14400,A,4,Autovettura,1357.61,21,1
18300,B,5,Autovettura,1749.79,24,1
15000,B,1,Elettrodomestici,2368.89,24,0
5000,C,0,Elettrodomestici,938.29,23,1
7000,B,19,Autovettura,1702.92,23,1
7500,B,0,Elettrodomestici,807.17,41,0
7500,A,4,Elettrodomestici,740.97,29,0
4000,D,2,Autovettura,3432.55,24,0
12000,B,0,Autovettura,775.5,21,1
10000,A,6,Autovettura,2566.22,27,0
10000,D,1,Elettrodomestici,790.3,27,0
15000,B,4,Elettrodomestici,1752.25,23,0
6000,A,1,Elettrodomestici,1135.62,24,0
15250,D,3,Autovettura,1382.27,30,1
15000,C,1,Elettrodomestici,1061.62,23,0
2200,B,11,Autovettura,1138.65,28,0
6500,B,3,Autovettura,2245.57,54,0
5750,C,3,Elettrodomestici,1998.91,42,0
15000,A,12,Autovettura,1998.91,24,0
9000,A,2,Elettrodomestici,1446.5,25,0
35000,E,14,Elettrodomestici,6562.04,27,1
4200,B,5,Autovettura,716.3,29,1
8000,A,0,Elettrodomestici,2122.24,22,0
14400,B,18,Autovettura,4342.14,25,0
6000,B,2,Autovettura,1382.27,21,0
5000,C,4,Autovettura,1998.91,40,0
5000,D,0,Elettrodomestici,435.11,25,0
10000,A,5,Autovettura,1234.28,34,0
6000,C,11,Autovettura,1530.26,29,1
4250,B,7,Elettrodomestici,1135.62,22,0
6650,B,2,Elettrodomestici,1283.61,24,0
10000,D,2,Elettrodomestici,1012.29,23,1
7000,C,2,Elettrodomestici,839.63,29,1
20000,B,1,Autovettura,3478.84,32,0
20000,B,0,Elettrodomestici,5822.07,32,1
16000,D,19,Elettrodomestici,1505.6,29,0
12025,B,3,Autovettura,1875.58,36,0
20000,E,4,Elettrodomestici,1431.6,21,1
4000,D,5,Autovettura,642.3,31,1
8000,A,24,Autovettura,1313.21,21,0
6200,A,14,Autovettura,1505.6,30,0
5000,B,4,Elettrodomestici,691.64,23,1
3000,C,2,Elettrodomestici,790.3,47,1
18500,C,2,Elettrodomestici,1278.28,25,0
3500,C,2,Autovettura,2985.53,29,0
8800,A,16,Autovettura,1382.27,31,1
4200,C,6,Elettrodomestici,642.3,28,0
7000,B,12,Elettrodomestici,814.96,23,1
1400,A,,Autovettura,644.97,29,1
8000,A,1,Elettrodomestici,1258.94,22,1
5250,A,3,Elettrodomestici,494.31,23,1
6000,B,0,Elettrodomestici,2122.24,30,0
18000,B,0,Autovettura,4835.45,24,0
1000,B,0,Elettrodomestici,731.1,54,1
14000,B,2,Elettrodomestici,1628.93,25,0
25000,B,2,Elettrodomestici,2368.89,25,1
9000,A,9,Autovettura,1431.6,29,0
10000,C,15,Autovettura,4501.97,28,0
6500,A,7,Elettrodomestici,592.97,26,0
7750,D,1,Autovettura,1382.27,45,1
9000,A,7,Elettrodomestici,1012.29,22,0
11000,A,5,Autovettura,1500.67,24,1
2950,D,4,Elettrodomestici,139.13,26,1
2500,A,1,Autovettura,691.64,25,1
15000,D,10,Autovettura,1752.25,25,1
1800,B,22,Autovettura,2368.89,35,0
5000,C,2,Elettrodomestici,1012.29,22,1
6000,B,3,Elettrodomestici,1554.93,27,0
15000,C,2,Elettrodomestici,1752.25,27,0
20000,C,4,Autovettura,1431.6,29,0
1000,B,11,Elettrodomestici,765.63,25,1
9875,A,4,Elettrodomestici,642.3,22,0
8000,A,1,Elettrodomestici,888.96,30,1
13000,B,7,Autovettura,888.96,23,1
12000,B,16,Elettrodomestici,2122.24,22,0
10000,B,7,Autovettura,1135.71,35,1
25000,B,2,Elettronica,4342.14,26,0
10000,B,2,Elettrodomestici,765.63,27,1
10000,C,0,Elettronica,765.63,29,0
8000,D,8,Autovettura,1875.58,23,0
13000,A,5,Autovettura,2566.22,26,0
5000,C,7,Elettrodomestici,1456.27,23,0
7000,B,,Elettrodomestici,464.12,25,1
8500,D,4,Elettrodomestici,790.3,22,1
6250,A,7,Autovettura,962.96,24,1
12000,B,5,Autovettura,1998.91,24,0
8000,C,22,Autovettura,1258.94,29,0
1000,C,,Elettrodomestici,356.38,51,1
11600,A,1,Autovettura,1628.93,40,0
2000,E,21,Autovettura,1678.26,39,1
10000,C,1,Elettrodomestici,1234.28,24,0
4000,C,6,Elettrodomestici,888.96,30,1
15000,B,,Elettronica,1012.29,28,0
3000,C,0,Elettrodomestici,938.29,23,1
8000,C,12,Elettrodomestici,927.91,25,0
13600,A,0,Autovettura,2415.76,24,0
15000,D,5,Elettrodomestici,1370.78,31,0
6500,C,9,Autovettura,1263.88,22,1
11400,B,,Autovettura,1352.67,29,1
6000,A,9,Elettrodomestici,3725.5,30,0
8000,A,36,Autovettura,642.3,25,0
1500,C,3,Autovettura,1234.28,36,1
20000,B,20,Elettrodomestici,2122.24,26,0
3200,A,0,Autovettura,1752.25,23,0
2500,C,1,Elettrodomestici,790.3,31,1
4850,C,11,Elettrodomestici,469.65,22,0
3500,A,6,Elettrodomestici,553.51,21,1
25000,B,1,Elettrodomestici,2368.89,25,1
12000,B,6,Autovettura,2245.66,56,0
7500,C,1,Elettrodomestici,790.3,35,1
25000,F,16,Autovettura,2689.55,26,1
10000,A,3,Autovettura,1702.92,24,0
12000,A,4,Elettrodomestici,691.64,24,0
4200,B,12,Elettrodomestici,617.64,26,0
7000,A,2,Elettrodomestici,466.78,26,0
8000,A,4,Elettrodomestici,1135.62,23,0
7200,C,13,Elettronica,1752.25,26,0
3000,A,1,Elettrodomestici,1130.68,22,0
7200,A,3,Elettrodomestici,1579.6,23,1
9000,A,1,Elettrodomestici,765.63,29,1
6000,E,3,Elettrodomestici,1508.07,22,0
10000,B,,Autovettura,1628.93,30,1
21000,B,4,Autovettura,2388.63,24,0
1000,B,,Elettrodomestici,161.33,23,1
3500,D,24,Elettrodomestici,1727.69,26,0
35000,A,7,Autovettura,2467.56,29,0
12000,C,6,Autovettura,1382.27,22,1
4200,B,2,Elettrodomestici,1382.27,23,1
3500,B,3,Autovettura,3281.52,26,0
2200,B,8,Autovettura,1352.38,35,0
5000,A,15,Autovettura,1382.27,26,0
10750,C,12,Elettrodomestici,643.96,21,1
13250,D,7,Elettrodomestici,765.63,31,1
3000,B,3,Elettrodomestici,671.9,22,0
18000,D,3,Elettrodomestici,1653.59,25,1
35000,B,3,Elettrodomestici,1924.91,65,1
13000,B,0,Elettrodomestici,4095.48,26,0
25000,B,4,Autovettura,1752.25,26,1
14000,D,1,Elettrodomestici,1670.86,24,0
5000,B,6,Elettrodomestici,494.31,29,0
4800,B,4,Autovettura,790.3,23,1
3200,B,3,Elettrodomestici,1974.24,23,1
12500,C,0,Elettrodomestici,839.63,24,1
4050,A,4,Elettrodomestici,257.52,24,0
2400,A,2,Elettrodomestici,1530.26,22,0
6200,B,6,Elettronica,1332.94,31,0
12000,A,8,Elettrodomestici,1431.6,23,0
7500,B,7,Autovettura,1135.62,25,1
2200,A,4,Autovettura,1135.62,24,1
5000,D,2,Autovettura,494.31,23,0
1000,B,9,Autovettura,790.3,22,0
5925,B,0,Elettrodomestici,888.96,25,1
7500,B,0,Elettrodomestici,1012.29,34,1
5000,B,3,Elettrodomestici,763.17,24,0
2500,A,17,Autovettura,1628.93,56,0
4000,A,2,Elettrodomestici,642.3,24,0
6000,B,6,Autovettura,1357.61,23,1
4000,B,5,Autovettura,1505.6,23,0
10000,A,10,Autovettura,1036.76,23,0
4000,C,4,Elettrodomestici,707.42,25,0
6000,E,0,Elettrodomestici,1234.28,26,0
8500,C,1,Autovettura,3108.86,30,0
5400,A,3,Autovettura,790.3,26,0
12000,A,9,Autovettura,1184.95,24,1
9000,B,5,Autovettura,2862.2,29,0
10000,B,0,Elettrodomestici,888.96,28,0
7500,A,1,Elettronica,2122.24,27,0
11800,B,4,Elettrodomestici,765.63,22,0
5000,A,4,Elettrodomestici,864.29,22,0
18000,C,16,Autovettura,2325.97,27,1
10000,E,11,Elettrodomestici,2270.23,26,0
25000,B,2,Elettrodomestici,1184.95,22,0
2500,D,8,Elettrodomestici,925.96,22,0
6000,D,1,Autovettura,765.63,24,0
5000,A,1,Elettrodomestici,642.3,28,0
3700,B,4,Elettrodomestici,765.63,31,1
8400,A,2,Elettrodomestici,1579.6,24,0
5000,C,2,Elettronica,839.63,23,1
6000,A,11,Autovettura,2714.21,40,0
3000,A,1,Elettrodomestici,1567.26,26,0
25000,D,7,Autovettura,2393.56,22,0
25000,E,9,Autovettura,1998.91,24,1
5000,B,7,Elettrodomestici,938.29,27,0
4000,E,14,Elettrodomestici,2566.22,32,1
1875,A,,Elettrodomestici,277.35,31,1
17600,A,9,Autovettura,2589.13,27,0
2500,A,0,Elettronica,940.95,29,0
9500,C,33,Elettronica,1742.39,28,0
25000,E,2,Elettrodomestici,2566.22,25,1
9000,A,8,Elettrodomestici,642.3,26,1
10000,A,13,Autovettura,2368.89,30,0
6000,C,5,Autovettura,987.72,28,0
2400,B,11,Autovettura,1678.26,31,1
13200,B,2,Elettrodomestici,1051.65,25,0
20000,C,0,Elettrodomestici,2368.79,24,0
9800,D,12,Autovettura,1245.18,24,0
10000,C,9,Autovettura,1061.62,22,1
3000,C,0,Elettrodomestici,518.98,32,0
10000,A,0,Autovettura,3232.19,28,1
15000,B,11,Altro,1678.26,22,1
1800,B,0,Elettrodomestici,494.31,24,0
12000,B,1,Elettrodomestici,1628.93,24,1
25000,B,14,Elettrodomestici,4835.45,32,1
14000,A,25,Elettrodomestici,1258.94,25,0
7800,C,18,Autovettura,7302,26,0
8000,C,1,Elettrodomestici,1204.68,24,0
8250,C,6,Elettrodomestici,1776.92,25,1
1700,B,12,Elettronica,760.7,24,0
8500,C,40,Autovettura,1377.98,26,1
4000,B,9,Autovettura,1604.26,28,0
8000,C,3,Elettrodomestici,642.3,26,0
13000,B,2,Elettrodomestici,1776.92,29,1
25000,G,1,Autovettura,1382.27,29,1
10000,A,18,Autovettura,2085.24,26,0
5500,C,2,Elettrodomestici,1382.27,37,1
20000,C,4,Elettronica,1012.29,27,1
1200,A,1,Elettronica,494.31,31,0
6000,B,0,Elettronica,839.63,30,0
10000,A,6,Elettrodomestici,617.64,22,1
17500,A,3,Autovettura,3651.5,26,0
9450,A,2,Elettrodomestici,731.1,24,1
4400,B,7,Autovettura,814.96,34,0
6250,B,2,Autovettura,824.83,36,0
10000,A,5,Autovettura,2122.24,27,0
10000,B,1,Elettrodomestici,2097.57,31,0
5000,D,4,Elettrodomestici,361.12,28,1
6000,B,2,Elettrodomestici,1012.29,23,0
2500,C,4,Elettrodomestici,938.29,23,0
5000,C,8,Autovettura,2255.43,26,0
8000,C,5,Elettrodomestici,677.23,25,0
4200,C,0,Elettrodomestici,435.11,23,0
7200,B,1,Elettrodomestici,888.96,25,0
10750,B,11,Elettronica,1115.88,26,1
10000,B,7,Autovettura,2086.72,24,0
1400,A,8,Autovettura,612.71,24,1
5200,A,0,Autovettura,1752.25,25,1
4550,C,4,Elettrodomestici,412.03,23,0
5000,C,7,Elettrodomestici,987.62,28,1
4800,A,,Elettrodomestici,2097.57,26,0
2300,A,0,Autovettura,1826.25,24,1
5600,D,1,Elettrodomestici,642.3,21,1
12000,B,2,Elettrodomestici,1012.29,44,1
2000,C,4,Elettronica,124.33,23,0
9600,B,2,Autovettura,494.31,28,0
3250,A,0,Elettrodomestici,50.33,29,1
10000,B,2,Elettrodomestici,1628.93,22,1
14500,A,8,Autovettura,1643.04,23,0
2500,D,9,Elettrodomestici,1061.72,26,0
5000,B,2,Autovettura,1628.93,33,1
12000,B,21,Autovettura,4218.81,34,0
5000,B,0,Elettrodomestici,839.63,29,0
15000,D,14,Autovettura,888.96,22,1
15075,A,8,Autovettura,1431.6,22,0
24000,E,0,Autovettura,1998.91,28,0
14000,B,2,Elettrodomestici,1628.93,25,0
7000,F,2,Elettrodomestici,913.63,22,0
8000,C,4,Elettrodomestici,1382.27,22,1
2200,A,0,Elettrodomestici,272.32,25,0
7750,D,6,Elettrodomestici,765.63,23,1
7000,C,3,Elettrodomestici,1382.27,45,1
9000,A,,Autovettura,1549.16,24,0
9000,C,4,Elettrodomestici,1012.29,28,0
6000,B,8,Autovettura,1924.91,23,1
32000,E,26,Autovettura,1579.6,35,0
4000,C,2,Elettrodomestici,962.96,41,0
20000,D,8,Autovettura,1998.91,25,1
16000,C,14,Autovettura,2097.57,22,0
14300,C,5,Elettrodomestici,642.3,32,1
2500,B,0,Elettrodomestici,444.98,24,0
3500,B,2,Elettronica,538.42,22,1
6000,A,0,Elettrodomestici,2368.89,25,0
2000,C,1,Elettrodomestici,555.88,23,0
6000,B,7,Elettrodomestici,1581.21,26,1
5000,B,7,Elettrodomestici,2368.79,28,0
4100,A,3,Autovettura,3528.17,26,0
10000,C,2,Elettrodomestici,1628.93,28,0
14000,D,1,Elettrodomestici,888.96,39,0
3000,A,4,Elettrodomestici,1135.62,23,1
24000,G,28,Autovettura,2848.64,27,0
8900,B,3,Elettrodomestici,2773.41,31,0
6000,A,1,Elettrodomestici,1160.28,29,1
17000,B,5,Autovettura,1476.84,26,0
13000,C,3,Elettronica,1554.93,24,0
5500,D,2,Autovettura,2360.75,23,0
8000,B,1,Elettrodomestici,1382.27,25,1
35000,C,11,Autovettura,2862.2,31,1
20000,B,0,Elettrodomestici,962.96,45,1
4500,D,2,Elettrodomestici,1115.88,27,0
10500,A,19,Autovettura,1628.93,42,0
12000,D,4,Elettronica,1628.93,25,1
12000,C,2,Elettrodomestici,3256.85,26,0
5600,C,12,Elettrodomestici,642.3,25,1
2500,D,0,Autovettura,691.64,23,1
15000,B,0,Elettrodomestici,790.84,22,1
7600,C,3,Elettrodomestici,1012.29,25,1
15000,C,14,Elettrodomestici,1382.27,23,0
20000,C,0,Autovettura,2270.23,35,1
7200,B,1,Elettrodomestici,1505.6,29,0
7500,B,8,Autovettura,1012.29,31,0
9000,C,3,Elettrodomestici,1061.62,27,0
8000,C,3,Autovettura,944.51,24,0
18250,E,,Autovettura,1086.28,24,1
4750,C,2,Autovettura,375.92,30,0
5500,B,4,Elettrodomestici,1382.27,29,0
20000,B,10,Elettrodomestici,888.96,25,1
7000,B,3,Elettrodomestici,1443.93,29,1
10000,B,3,Elettrodomestici,642.3,23,1
23000,A,12,Autovettura,2319.56,27,1
8325,D,3,Autovettura,716.3,23,0
30000,D,4,Autovettura,2985.53,30,1
8000,A,5,Autovettura,2122.24,26,0
11000,A,4,Elettronica,1012.29,24,0
14000,D,9,Elettrodomestici,1702.92,35,0
2000,C,4,Elettrodomestici,1135.71,36,1
10000,A,11,Autovettura,2271.71,23,0
14000,A,2,Elettronica,888.96,33,0
5000,B,5,Autovettura,1061.62,31,0
8400,C,5,Autovettura,2220.9,44,1
14625,C,5,Autovettura,1875.58,25,0
2600,A,6,Autovettura,1456.27,34,1
1200,A,4,Elettrodomestici,375.92,35,1
11000,A,3,Elettrodomestici,1283.61,23,0
6000,A,6,Elettrodomestici,1110.95,23,0
24000,E,3,Elettrodomestici,1585.76,22,1
18000,C,0,Autovettura,2368.89,28,0
5000,B,,Elettronica,346.32,21,0
4800,A,0,Elettrodomestici,592.87,33,1
7000,B,1,Elettrodomestici,4588.79,29,0
6500,B,7,Autovettura,1086.28,22,0
11200,A,3,Altro,518.98,32,1
4500,C,24,Autovettura,2743.81,26,0
1500,C,3,Elettronica,1086.28,30,1
5550,B,5,Elettrodomestici,666.97,22,1
10000,B,13,Elettrodomestici,1289.85,27,0
4725,C,0,Elettrodomestici,390.72,26,1
24000,E,2,Autovettura,3602.17,29,1
8000,C,5,Elettrodomestici,1135.62,23,1
3700,A,2,Elettrodomestici,1752.25,23,0
6825,A,0,Autovettura,938.29,27,1
21000,B,6,Elettrodomestici,1826.25,31,1
10000,B,,Elettronica,416.76,24,0
12000,A,1,Autovettura,2368.89,31,0
6000,B,14,Elettrodomestici,568.31,25,1
15000,C,1,Autovettura,1998.91,26,0
10000,B,17,Elettrodomestici,1431.6,26,1
8000,B,0,Elettrodomestici,428.7,35,1
15000,B,13,Elettrodomestici,736.03,21,0
12000,B,2,Elettrodomestici,1801.59,26,0
10800,B,1,Autovettura,1505.6,23,0
2000,D,1,Autovettura,1523.04,25,0
10000,D,21,Elettronica,2862.2,36,1
8000,C,10,Elettrodomestici,1332.94,24,1
10000,C,1,Elettronica,760.7,28,1
7000,C,20,Autovettura,2171.57,23,0
15600,B,7,Elettrodomestici,1086.28,36,1
7000,B,2,Elettronica,494.31,21,1
12000,A,3,Elettronica,1752.25,29,1
6000,D,2,Autovettura,740.97,25,1
3500,D,2,Elettrodomestici,1441.47,25,0
7000,A,13,Autovettura,1752.25,24,0
16000,B,11,Elettronica,14701.67,37,0
11500,D,5,Elettrodomestici,523.91,28,1
12000,C,20,Elettronica,2615.55,30,0
17500,B,3,Autovettura,1849.63,26,0
7000,A,1,Elettrodomestici,790.3,24,0
17500,C,8,Autovettura,1332.94,25,0
4000,B,1,Elettrodomestici,441.63,29,0
6400,A,2,Elettrodomestici,642.3,23,0
14400,A,0,Autovettura,3232.19,28,0
2500,C,4,Elettrodomestici,444.88,29,1
7000,A,3,Elettrodomestici,888.96,24,0
5000,D,6,Elettronica,716.3,31,1
2500,C,11,Autovettura,1135.62,25,0
6000,A,7,Elettrodomestici,1308.42,31,0
10500,B,0,Autovettura,1850.92,27,1
6725,B,,Elettrodomestici,617.64,37,0
3800,A,1,Elettrodomestici,1258.94,23,0
5000,A,9,Autovettura,1382.27,27,0
10000,C,5,Elettrodomestici,888.96,26,1
7000,C,2,Elettrodomestici,1012.29,43,0
6000,A,2,Elettrodomestici,1234.28,29,0
4000,C,2,Elettrodomestici,1086.28,24,1
10000,A,2,Elettrodomestici,1875.58,22,1
5800,B,3,Elettrodomestici,790.3,27,0
2250,D,3,Autovettura,583.11,30,1
6000,D,1,Elettrodomestici,671.9,21,1
3625,B,1,Elettrodomestici,494.31,26,1
5000,B,2,Elettronica,2095.11,26,1
12000,A,7,Autovettura,2368.89,34,0
1700,A,,Autovettura,834.7,34,1
13000,A,3,Autovettura,814.96,30,1
5000,A,2,Elettrodomestici,257.52,23,1
9000,A,,Autovettura,4835.45,31,1
11000,C,3,Autovettura,1752.25,23,0
25000,F,10,Elettrodomestici,2714.21,37,0
20000,C,0,Elettrodomestici,1256.77,24,1
25000,A,5,Autovettura,2124.98,30,1
10000,A,5,Elettrodomestici,2368.89,24,0
7200,A,3,Elettronica,1431.6,39,0
15000,F,15,Elettrodomestici,1554.93,28,1
4500,C,0,Elettrodomestici,351.35,25,0
10000,A,4,Autovettura,1135.62,29,0
11000,B,2,Elettronica,1033.09,23,0
9000,C,0,Autovettura,1258.94,32,0
10500,A,5,Elettrodomestici,901.29,21,1
20000,B,3,Autovettura,1382.27,26,0
20000,B,18,Autovettura,1875.58,37,0
7500,B,9,Elettrodomestici,888.96,23,1
11200,C,6,Elettrodomestici,1476,22,1
10000,A,3,Autovettura,1752.25,55,0
6400,A,8,Autovettura,2368.89,33,0
8400,A,1,Elettrodomestici,790.3,23,1
15000,D,12,Autovettura,1720.19,23,1
3000,D,2,Elettrodomestici,1055.45,30,0
25000,B,7,Autovettura,1875.58,31,0
10000,C,11,Elettronica,1505.6,23,0
7500,B,8,Autovettura,1998.91,27,0
2400,E,15,Autovettura,932.37,21,1
9000,D,0,Elettrodomestici,1382.27,43,1
15000,A,5,Autovettura,888.96,24,0
5000,B,11,Elettrodomestici,2368.89,27,0
7000,A,0,Elettrodomestici,962.96,41,0
9750,D,4,Elettrodomestici,435.11,28,1
25000,D,15,Autovettura,1900.25,22,1
14000,A,7,Autovettura,2319.56,26,0
5000,D,2,Elettrodomestici,642.3,21,1
16000,D,2,Elettrodomestici,2245.57,31,1
5000,A,4,Elettronica,1382.27,24,0
6800,C,5,Autovettura,1397.93,22,0
7500,A,1,Autovettura,671.9,27,0
6000,D,4,Elettrodomestici,839.63,37,0
10000,C,2,Elettrodomestici,1505.6,25,0
10000,A,,Autovettura,1323.07,23,0
25000,B,0,Autovettura,3478.84,29,0
30000,B,7,Autovettura,2615.55,41,0
14300,B,3,Elettronica,997.24,23,0
2000,C,10,Autovettura,716.3,21,1
2000,A,16,Elettronica,1184.85,35,1
7000,C,2,Elettrodomestici,1332.84,48,0
16500,A,2,Elettrodomestici,1468.7,25,1
6000,B,1,Elettrodomestici,962.96,29,0
8500,C,,Elettrodomestici,569.54,28,1
7000,A,0,Elettrodomestici,274.54,22,1
5000,A,,Elettrodomestici,272.32,31,1
15000,C,1,Autovettura,2980.6,28,0
9500,F,0,Elettrodomestici,470.63,24,1
2400,B,5,Elettronica,1086.28,23,1
1000,D,2,Elettrodomestici,296.99,21,0
5000,A,1,Autovettura,1197.28,23,1
8000,D,18,Elettrodomestici,518.98,33,1
14800,D,8,Autovettura,1382.27,29,1
3000,C,26,Autovettura,1875.58,42,1
4000,D,3,Autovettura,1382.27,23,1
2400,C,6,Autovettura,642.3,23,0
10800,B,2,Elettrodomestici,888.86,26,1
15000,D,8,Elettrodomestici,1258.84,28,0
6800,C,3,Autovettura,1505.6,24,1
6000,B,0,Elettrodomestici,375.92,24,1
11200,B,13,Autovettura,3158.19,26,0
14000,C,4,Elettrodomestici,2615.55,24,1
12000,A,3,Elettrodomestici,1382.27,23,0
12000,D,0,Elettrodomestici,2122.24,25,0
3000,A,0,Elettrodomestici,1135.62,26,1
12000,B,12,Elettrodomestici,1628.93,24,0
12800,B,2,Elettrodomestici,1382.27,23,0
3600,B,6,Elettrodomestici,1012.29,27,0
12000,C,1,Autovettura,518.98,26,1
6400,A,0,Elettrodomestici,691.64,43,1
9600,C,4,Elettronica,1998.91,23,0
4800,D,17,Elettrodomestici,765.63,32,1
2500,D,4,Autovettura,10853.84,41,0
12000,A,4,Elettrodomestici,962.96,29,1
4500,A,23,Autovettura,1678.26,28,0
3600,D,3,Autovettura,962.96,23,0
12000,B,1,Elettrodomestici,864.29,23,0
3600,A,3,Elettrodomestici,1932.31,28,0
4800,A,10,Elettronica,1086.28,22,1
20000,C,2,Elettrodomestici,1875.58,26,1
10000,A,3,Elettrodomestici,1518.42,26,0
5500,B,1,Elettrodomestici,1234.28,55,1
16000,B,23,Autovettura,1875.58,22,0
7100,C,1,Elettrodomestici,716.3,25,1
3675,B,0,Autovettura,1012.29,28,1
18000,E,3,Elettrodomestici,1012.29,25,1
7000,A,0,Autovettura,2368.89,23,0
13000,B,2,Autovettura,814.96,33,1
6000,C,0,Autovettura,1323.07,30,0
9000,A,7,Autovettura,1106.02,24,0
1750,D,2,Elettronica,272.32,25,1
12000,B,3,Autovettura,2368.89,22,0
7000,A,2,Autovettura,1234.28,23,1
12000,B,9,Elettrodomestici,1263.88,37,0
6600,C,3,Elettrodomestici,1628.93,23,0
7875,B,4,Autovettura,1275.72,24,0
3600,C,5,Autovettura,5008.11,29,1
5000,B,,Elettrodomestici,327.08,21,0
10000,C,2,Elettrodomestici,3108.86,27,0
8500,B,0,Elettrodomestici,518.98,24,1
4000,C,4,Elettrodomestici,790.3,31,0
2250,A,8,Autovettura,1234.28,25,1
5600,C,5,Elettrodomestici,751.92,29,0
5600,B,0,Elettrodomestici,198.32,29,0
10000,B,6,Autovettura,2023.58,22,0
12000,B,3,Autovettura,2368.89,22,0
19200,D,3,Elettrodomestici,1258.94,23,0
7200,A,9,Autovettura,1604.26,24,0
8800,B,17,Autovettura,2985.53,33,0
6500,C,16,Autovettura,2151.84,24,1
6000,A,0,Autovettura,2780.81,22,0
4200,A,7,Autovettura,1456.27,36,0
6500,A,12,Autovettura,1500.67,27,1
2800,A,3,Elettrodomestici,568.31,22,1
5000,B,7,Elettrodomestici,1073.85,25,1
4950,B,,Elettrodomestici,230.29,25,0
8500,B,19,Autovettura,1049.29,24,1
3000,B,0,Autovettura,518.98,22,1
3000,C,20,Autovettura,1332.94,27,1
6775,A,15,Elettrodomestici,1752.25,25,1
11200,C,7,Elettrodomestici,1204.68,30,1
5300,A,12,Autovettura,665.23,33,0
30000,A,6,Elettrodomestici,2492.22,29,0
6000,C,2,Autovettura,1382.27,26,1
25000,F,15,Autovettura,2936.2,28,1
1200,C,16,Autovettura,1258.84,30,1
3000,B,4,Elettrodomestici,967.89,51,1
20000,E,14,Autovettura,4835.45,26,1
11000,E,4,Elettrodomestici,1937.25,28,0
4100,C,0,Elettrodomestici,395.65,23,0
11000,B,1,Autovettura,623.36,24,1
12000,C,7,Autovettura,1110.85,22,1
14400,D,5,Elettrodomestici,1181.76,24,1
16000,B,2,Elettrodomestici,1752.25,24,1
12000,A,5,Elettronica,1382.27,40,0
18000,D,0,Autovettura,1431.6,23,0
15000,A,5,Autovettura,1258.94,33,0
14125,B,19,Elettrodomestici,760.7,33,1
10400,A,,Elettrodomestici,412.62,29,0
5000,A,3,Elettrodomestici,888.96,39,1
10000,B,7,Elettrodomestici,1027.09,24,1
9100,B,6,Autovettura,1530.26,35,0
10000,D,4,Autovettura,1654.28,36,1
15000,C,1,Elettronica,888.96,21,0
10000,D,2,Elettrodomestici,2566.22,26,0
6000,B,1,Autovettura,494.31,26,0
5500,D,0,Elettrodomestici,642.3,31,1
3000,A,8,Elettronica,1332.94,34,0
7000,C,2,Autovettura,1175.08,22,0
6500,A,3,Elettrodomestici,950.62,31,0
16000,D,3,Elettrodomestici,1628.93,20,1
3500,B,2,Autovettura,2243,33,0
14000,B,19,Autovettura,2122.24,26,1
1000,B,1,Autovettura,518.98,34,0
4750,C,7,Autovettura,1998.91,32,1
4750,A,6,Autovettura,888.96,22,0
8000,A,12,Elettrodomestici,814.86,22,1
7000,B,4,Elettrodomestici,642.3,29,1
3000,A,1,Elettrodomestici,975.29,24,0
6000,B,10,Autovettura,2171.57,31,0
12000,A,11,Autovettura,3232.19,24,0
4500,A,6,Autovettura,2862.2,33,0
4500,B,4,Autovettura,3550,27,0
4350,C,1,Elettrodomestici,2122.24,35,1
7400,C,,Elettrodomestici,1135.49,24,1
21500,A,0,Elettrodomestici,1924.91,30,1
10000,B,19,Elettronica,4490.13,25,1
